team,gymnast,bio_link
Temple,Delaney Garin,https://owlsports.com/sports/womens-gymnastics/roster/delaney-garin/11083
Temple,Elizabeth McDuffie,https://owlsports.com/sports/womens-gymnastics/roster/elizabeth-mcduffie/8888
Temple,Emily Johnson,https://owlsports.com/sports/womens-gymnastics/roster/emily-johnson/16539
Temple,Erica Fuchs,https://owlsports.com/sports/womens-gymnastics/roster/erica-fuchs/11082
Temple,Faith Leary,https://owlsports.com/sports/womens-gymnastics/roster/faith-leary/14862
Temple,Gianna Gambuti,https://owlsports.com/sports/womens-gymnastics/roster/gianna-gambuti/7900
Temple,Gina Tucker,https://owlsports.com/sports/womens-gymnastics/roster/gina-tucker/7908
Temple,Grace Busch,https://owlsports.com/sports/womens-gymnastics/roster/grace-busch/14266
Temple,Hailey Best,https://owlsports.com/sports/womens-gymnastics/roster/hailey-best/17482
Temple,Hannah Popper,https://owlsports.com/sports/womens-gymnastics/roster/hannah-popper/5995
Temple,Hannah Stallings,https://owlsports.com/sports/womens-gymnastics/roster/hannah-stallings/17498
Temple,Hannah Weklar,https://owlsports.com/sports/womens-gymnastics/roster/hannah-weklar/16919
Temple,Heidi Vanderboom,https://owlsports.com/sports/womens-gymnastics/roster/heidi-vanderboom/12623
Temple,India Anderson,https://owlsports.com/sports/womens-gymnastics/roster/india-anderson/8882
Temple,Jacqueline Terpak,https://owlsports.com/sports/womens-gymnastics/roster/jackie-terpak/11098
Temple,Jasmine Johnson,https://owlsports.com/sports/wgym/roster/jasmine-johnson/7520
Temple,Jaylene Everett,https://owlsports.com/sports/womens-gymnastics/roster/jaylene-everett/8898
Temple,Jazmyn Estrella,https://owlsports.com/sports/womens-gymnastics/roster/jazmyn-estrella/11096
Temple,Jewel Clark,https://owlsports.com/sports/wgym/roster/jewel-clark/15805
Temple,Jordyn Oster,https://owlsports.com/sports/womens-gymnastics/roster/jordyn-oster/11086
Temple,Julianna Roland,https://owlsports.com/sports/womens-gymnastics/roster/julianna-roland/15812
Temple,Kaci Martir,https://owlsports.com/sports/womens-gymnastics/roster/kaci-martir/11085
Temple,Kayla Kennedy,https://owlsports.com/sports/womens-gymnastics/roster/kayla-kennedy/8886
Temple,Kerra Masella,https://owlsports.com/sports/womens-gymnastics/roster/kerra-masella/8899
Temple,Kerry Arone,https://owlsports.com/sports/womens-gymnastics/roster/kerry-arone/10651
Temple,Lanie Hyman,https://owlsports.com/sports/womens-gymnastics/roster/lanie-hyman/15810
Temple,Lauren Capone,https://owlsports.com/sports/womens-gymnastics/roster/lauren-capone/7517
Temple,Lorianna Leynes,https://owlsports.com/sports/womens-gymnastics/roster/lorianna-leynes/14271
Temple,Mackenzie Aresta,https://owlsports.com/sports/womens-gymnastics/roster/mackenzie-aresta/16528
Temple,Madison Brooks,https://owlsports.com/sports/womens-gymnastics/roster/madison-brooks/15804
Temple,Madison Dorunda,https://owlsports.com/sports/womens-gymnastics/roster/madison-dorunda/16533
Temple,Madison Rennix,https://owlsports.com/sports/womens-gymnastics/roster/madison-rennix/11087
Temple,Madisson Elmore,https://owlsports.com/sports/womens-gymnastics/roster/madisson-elmore/16534
Temple,Megan White,https://owlsports.com/sports/womens-gymnastics/roster/megan-white/17501
Temple,Mia Rose Thackston,https://owlsports.com/sports/womens-gymnastics/roster/mia-rose-thackston/14277
Temple,Michaela Lapent,https://owlsports.com/sports/womens-gymnastics/roster/michaela-lapent/7902
Temple,Mikaela Postlethwait,https://owlsports.com/sports/womens-gymnastics/roster/mikaela-postlethwait/6977
Temple,Monica Servidio,https://owlsports.com/sports/womens-gymnastics/roster/monica-servidio/10717
Temple,Morgan Fridey,https://owlsports.com/sports/womens-gymnastics/roster/morgan-fridey/8894
Temple,Nichole Smith,https://owlsports.com/sports/womens-gymnastics/roster/nichole-smith/14275
Temple,Payton Monk,https://owlsports.com/sports/womens-gymnastics/roster/payton-monk/17492
Temple,Reagan Oliveri,https://owlsports.com/sports/wgym/roster/reagan-oliveri/8890
Temple,Reese DeHaan,https://owlsports.com/sports/wgym/roster/reese-dehaan/16531
Temple,Renee Schugman,https://owlsports.com/sports/womens-gymnastics/roster/renee-schugman/15814
Temple,Sahara Gipson,https://owlsports.com/sports/womens-gymnastics/roster/sahara-gipson/8885
Temple,Sarah Stallings,https://owlsports.com/sports/womens-gymnastics/roster/sarah-stallings/17499
Temple,Skylar Shafran,https://owlsports.com/sports/womens-gymnastics/roster/skylar-shafran/17496
Temple,Sophia Valeri,https://owlsports.com/sports/womens-gymnastics/roster/sophia-valeri/8332
Temple,Stephanie Verry,https://owlsports.com/sports/womens-gymnastics/roster/stephanie-verry/6982
Temple,Summer Ruskey,https://owlsports.com/sports/womens-gymnastics/roster/summer-ruskey/17493
Temple,Taylor Newland,https://owlsports.com/sports/womens-gymnastics/roster/taylor-newland/11535
Temple,Taylor Rakus,https://owlsports.com/sports/womens-gymnastics/roster/taylor-rakus/6978
Temple,Tori Edwards,https://owlsports.com/sports/wgym/roster/tori-edwards-/10714
Temple,Victoria Reggiani,https://owlsports.com/sports/womens-gymnastics/roster/victoria-reggiani/7527
Temple,Whitney King,https://owlsports.com/sports/womens-gymnastics/roster/whitney-king/10658
Temple,Yasmin Eubanks,https://owlsports.com/sports/womens-gymnastics/roster/yasmin-eubanks/8896
Texas Woman's,Aaliyah Gilmore,https://twuathletics.com/sports/womens-gymnastics/roster/aaliyah-gilmore/2360
Texas Woman's,Abigail Versemann,https://twuathletics.com/sports/womens-gymnastics/roster/abigail-versemann/1079
Texas Woman's,Alixandra Pierce,https://twuathletics.com/sports/womens-gymnastics/roster/alix-pierce/2079
Texas Woman's,Alyssa Kelly,https://twuathletics.com/sports/womens-gymnastics/roster/alyssa-kelly/1074
Texas Woman's,Bailey Bourgeois,https://twuathletics.com/sports/womens-gymnastics/roster/bailey-bourgeois/2528
Texas Woman's,Beth Lazarus,https://twuathletics.com/sports/womens-gymnastics/roster/beth-lazarus/2076
Texas Woman's,Brandi Lazarus,https://twuathletics.com/sports/womens-gymnastics/roster/brandi-lazarus/1075
Texas Woman's,Bria Northrop,https://twuathletics.com/sports/womens-gymnastics/roster/bria-northrop/1272
Texas Woman's,Bridgette Peterson,https://twuathletics.com/sports/womens-gymnastics/roster/bridgette-peterson/1353
Texas Woman's,Brooke Ferrari,https://twuathletics.com/sports/womens-gymnastics/roster/brooke-ferrari/2531
Texas Woman's,Caroline Bowns,https://twuathletics.com/sports/womens-gymnastics/roster/caroline-bowns/2529
Texas Woman's,Courtney Cochefski,https://twuathletics.com/sports/womens-gymnastics/roster/courtney-cochefski/771
Texas Woman's,Daisy Woodring,https://twuathletics.com/sports/womens-gymnastics/roster/daisy-woodring/2259
Texas Woman's,Delaney Bruns,https://twuathletics.com/sports/womens-gymnastics/roster/delaney-bruns/2251
Texas Woman's,Domi Bonzagni,https://twuathletics.com/sports/womens-gymnastics/roster/domi-bonzagni/1814
Texas Woman's,Emerson Adams,https://twuathletics.com/sports/womens-gymnastics/roster/emerson-adams/1897
Texas Woman's,Emily Six,https://twuathletics.com/sports/womens-gymnastics/roster/emily-six/2258
Texas Woman's,Emma Brkljacic,https://twuathletics.com/sports/womens-gymnastics/roster/emma-brkljacic/2530
Texas Woman's,Erin Alderman,https://twuathletics.com/sports/womens-gymnastics/roster/erin-alderman/1163
Texas Woman's,Hope Parkin,https://twuathletics.com/sports/womens-gymnastics/roster/hope-parkin/1274
Texas Woman's,Hunter Vincent,https://twuathletics.com/sports/womens-gymnastics/roster/hunter-vincent/1278
Texas Woman's,Isabel Goyco,https://twuathletics.com/sports/womens-gymnastics/roster/isabel-goyco/1816
Texas Woman's,Jenna Cashmore,https://twuathletics.com/sports/womens-gymnastics/roster/jenna-cashmore/1164
Texas Woman's,Kaitlyn Hoiland,https://twuathletics.com/sports/womens-gymnastics/roster/kaitlyn-hoiland/2535
Texas Woman's,Kaitlyn Holley,https://twuathletics.com/sports/womens-gymnastics/roster/kaitlyn-holley/1168
Texas Woman's,Kami Zarlengo,https://twuathletics.com/sports/womens-gymnastics/roster/kami-zarlengo/2540
Texas Woman's,Katie Simpson,https://twuathletics.com/sports/womens-gymnastics/roster/katie-simpson/961
Texas Woman's,Kayla Jones,https://twuathletics.com/sports/womens-gymnastics/roster/kayla-jones/773
Texas Woman's,Kyla Podges,https://twuathletics.com/sports/womens-gymnastics/roster/kyla--podges/2080
Texas Woman's,Lainey Hunt,https://twuathletics.com/sports/womens-gymnastics/roster/lainey-hunt/2536
Texas Woman's,Lexi Leake,https://twuathletics.com/sports/womens-gymnastics/roster/lexi-leake/1822
Texas Woman's,Mackenzie Balderas,https://twuathletics.com/sports/womens-gymnastics/roster/mackenzie-balderas/1813
Texas Woman's,Mackenzie Kunzman,https://twuathletics.com/sports/womens-gymnastics/roster/mackenzie--kunzman/2075
Texas Woman's,Maddie Griffith,https://twuathletics.com/sports/womens-gymnastics/roster/maddie--griffith/2071
Texas Woman's,Madeline Gose,https://twuathletics.com/sports/womens-gymnastics/roster/madeline-gose/2254
Texas Woman's,Madison Dickson,https://twuathletics.com/sports/womens-gymnastics/roster/madison-dickson/1166
Texas Woman's,Madison Kremer,https://twuathletics.com/sports/womens-gymnastics/roster/madison-kremer/877
Texas Woman's,Madison Nettles,https://twuathletics.com/sports/womens-gymnastics/roster/madison-nettles/783
Texas Woman's,Mallory Moredock,https://twuathletics.com/sports/womens-gymnastics/roster/mallory-moredock/1076
Texas Woman's,Mara Johnson,https://twuathletics.com/sports/womens-gymnastics/roster/mara-johnson/2073
Texas Woman's,Megan Gentry,https://twuathletics.com/sports/womens-gymnastics/roster/megan-gentry/1167
Texas Woman's,Morgan Colee,https://twuathletics.com/sports/womens-gymnastics/roster/morgan-colee/1165
Texas Woman's,Paige Stuyniski,https://twuathletics.com/sports/womens-gymnastics/roster/paige-stuyniski/1355
Texas Woman's,Ruby Goad,https://twuathletics.com/sports/womens-gymnastics/roster/ruby-goad/2533
Texas Woman's,Sadie Bish,https://twuathletics.com/sports/womens-gymnastics/roster/sadie-bish/1269
Texas Woman's,Schyler Jones,https://twuathletics.com/sports/womens-gymnastics/roster/schyler-jones/1073
Texas Woman's,Sierra Muns,https://twuathletics.com/sports/womens-gymnastics/roster/sierra-muns/1901
Texas Woman's,Sofia Steffan,https://twuathletics.com/sports/womens-gymnastics/roster/sofia-steffan/2539
Texas Woman's,Sophia Isbell,https://twuathletics.com/sports/womens-gymnastics/roster/sophia-isbell/2537
Texas Woman's,Sophie Hernandez,https://twuathletics.com/sports/womens-gymnastics/roster/sophie-hernandez/2534
Texas Woman's,Spencer Jones,https://twuathletics.com/sports/womens-gymnastics/roster/spencer-jones/774
Texas Woman's,Steelie King,https://twuathletics.com/sports/womens-gymnastics/roster/steelie-king/2538
Texas Woman's,Stephanie Repp,https://twuathletics.com/sports/womens-gymnastics/roster/stephanie-repp/776
Texas Woman's,Taylor Vincent,https://twuathletics.com/sports/womens-gymnastics/roster/taylor-vincent/1081
Texas Woman's,Tessa Jaranowski,https://twuathletics.com/sports/womens-gymnastics/roster/tessa-jaranowski/874
Towson,Adriana Hoffman,https://towsontigers.com/sports/womens-gymnastics/roster/adriana-hoffman/20677
Towson,Allison Zuhlke,https://towsontigers.com/sports/womens-gymnastics/roster/allison-zuhlke/11992
Towson,Ally Wesoly,https://towsontigers.com/sports/womens-gymnastics/roster/ally-wesoly/11286
Towson,Amanda Pedicelli,https://towsontigers.com/sports/womens-gymnastics/roster/amanda-pedicelli/23310
Towson,Amanda Pratt,https://towsontigers.com/sports/womens-gymnastics/roster/amanda--pratt/9721
Towson,Amy Stewart,https://towsontigers.com/sports/womens-gymnastics/roster/amy-stewart/20668
Towson,Aysia Sharif,https://towsontigers.com/sports/womens-gymnastics/roster/aysia-sharif/6594
Towson,Bayleigh Fobes,https://towsontigers.com/sports/womens-gymnastics/roster/bayleigh-fobes/7312
Towson,Bridget Steffen,https://towsontigers.com/sports/womens-gymnastics/roster/bridget-steffen/7320
Towson,Brissa Portillo,https://towsontigers.com/sports/womens-gymnastics/roster/brissa-portillo/23312
Towson,Brittney Ranti,https://towsontigers.com/sports/womens-gymnastics/roster/brittney--ranti/9722
Towson,Camille Vitoff,https://towsontigers.com/sports/womens-gymnastics/roster/camille-vitoff/23317
Towson,Carmella Calafati,https://towsontigers.com/sports/womens-gymnastics/roster/carmella-calafati/23297
Towson,Cassidy Stuart,https://towsontigers.com/sports/womens-gymnastics/roster/cassidy-stuart/23313
Towson,Chayse Williams,https://towsontigers.com/sports/womens-gymnastics/roster/chayse-williams/23319
Towson,Chelsey Dennis,https://towsontigers.com/sports/womens-gymnastics/roster/chelsey--dennis/23846
Towson,Clara Hong,https://towsontigers.com/sports/womens-gymnastics/roster/clara-hong/23305
Towson,Cortni Baker,https://towsontigers.com/sports/womens-gymnastics/roster/cortni-baker/9717
Towson,Elise Tisler,https://towsontigers.com/sports/womens-gymnastics/roster/elise-tisler/23314
Towson,Emerson Hurst,https://towsontigers.com/sports/womens-gymnastics/roster/emerson-hurst/16701
Towson,Erin Tucker,https://towsontigers.com/sports/womens-gymnastics/roster/erin-tucker/9724
Towson,Felicia Poblete,https://towsontigers.com/sports/womens-gymnastics/roster/felicia-poblete/23311
Towson,Gabriella Yarussi,https://towsontigers.com/sports/womens-gymnastics/roster/gabriella--yarussi/9025
Towson,Grace Vaillancourt,https://towsontigers.com/sports/womens-gymnastics/roster/grace-vaillancourt/23316
Towson,Isabella Minervini,https://towsontigers.com/sports/womens-gymnastics/roster/isabella-minervini/23309
Towson,Janis Konkle,https://towsontigers.com/sports/womens-gymnastics/roster/janis-konkle/5977
Towson,Jaz Kauffman,https://towsontigers.com/sports/womens-gymnastics/roster/jaz-kauffman/16702
Towson,Jenna Weitz,https://towsontigers.com/sports/womens-gymnastics/roster/jenna--weitz/23318
Towson,Katie McGrady,https://towsontigers.com/sports/womens-gymnastics/roster/katie-mcgrady/9016
Towson,Katie Sassa,https://towsontigers.com/sports/womens-gymnastics/roster/katie-sassa/5980
Towson,Kyla Gamble,https://towsontigers.com/sports/womens-gymnastics/roster/kyla-gamble/11981
Towson,Lauren Bolen,https://towsontigers.com/sports/womens-gymnastics/roster/lauren-bolen/20658
Towson,Lauren Calahan,https://towsontigers.com/sports/womens-gymnastics/roster/lauren-cahalan/9013
Towson,Lauren Greene,https://towsontigers.com/sports/womens-gymnastics/roster/lauren-greene/23302
Towson,Lauren Keener,https://towsontigers.com/sports/womens-gymnastics/roster/lauren-keener/23307
Towson,Lauren Ross,https://towsontigers.com/sports/womens-gymnastics/roster/lauren-ross/5979
Towson,Leah Smith (Towson),https://towsontigers.com/sports/womens-gymnastics/roster/leah-smith/11284
Towson,Lydia Thompson,https://towsontigers.com/sports/womens-gymnastics/roster/lydia-thompson/6587
Towson,Mary Elle Arduino,https://towsontigers.com/sports/womens-gymnastics/roster/mary-elle-arduino/9716
Towson,Melissa Temkov,https://towsontigers.com/sports/womens-gymnastics/roster/melissa-temkov/11285
Towson,Mia Davis,https://towsontigers.com/sports/womens-gymnastics/roster/mia-davis/20661
Towson,Nicolette Vignola,https://towsontigers.com/sports/womens-gymnastics/roster/nicolette-vignola/5984
Towson,Nikki Borkowski,https://towsontigers.com/sports/womens-gymnastics/roster/nikki-borkowski/16697
Towson,Noelle Harada,https://towsontigers.com/sports/womens-gymnastics/roster/noelle-harada/9014
Towson,Olivia Lubarsky,https://towsontigers.com/sports/womens-gymnastics/roster/olivia-lubarsky/11282
Towson,Paige Casper,https://towsontigers.com/sports/womens-gymnastics/roster/paige-casper/20660
Towson,Polina Belanovski,https://towsontigers.com/sports/womens-gymnastics/roster/polina-belanovski/23843
Towson,Retoshia Halsell,https://towsontigers.com/sports/womens-gymnastics/roster/retoshia-halsell/23303
Towson,Samantha Lutz,https://towsontigers.com/sports/womens-gymnastics/roster/samantha-lutz/5978
Towson,Sarah Girot,https://towsontigers.com/sports/womens-gymnastics/roster/sarah-girot/23300
Towson,Simona Kerekes,https://towsontigers.com/sports/womens-gymnastics/roster/simona-kerekes/11993
Towson,Steph Macasu,https://towsontigers.com/sports/womens-gymnastics/roster/steph-macasu/16712
Towson,Tess Zientek,https://towsontigers.com/sports/womens-gymnastics/roster/tess-zientek/11989
Towson,Tyra McKellar,https://towsontigers.com/sports/womens-gymnastics/roster/tyra-mckellar/9017
Towson,Vicki Vesecky,https://towsontigers.com/sports/womens-gymnastics/roster/vicki-vesecky/6588
Towson,Zoey Packard,https://towsontigers.com/sports/womens-gymnastics/roster/zoey-packard/11283
UC Davis,Alexis Brown,https://ucdavisaggies.com/sports/womens-gymnastics/roster/alexis-brown/3763
UC Davis,Alyssa Ito,https://ucdavisaggies.com/sports/womens-gymnastics/roster/alyssa-ito/9464
UC Davis,Amanda Presswood,https://ucdavisaggies.com/sports/womens-gymnastics/roster/amanda-presswood/3775
UC Davis,Amelia Moneymaker,https://ucdavisaggies.com/sports/womens-gymnastics/roster/amelia-moneymaker/18646
UC Davis,Anna Holtan,https://ucdavisaggies.com/sports/womens-gymnastics/roster/anna-holtan/17494
UC Davis,Ava Scafani,https://ucdavisaggies.com/sports/womens-gymnastics/roster/ava-scafani/18651
UC Davis,Aya Suzuki,https://ucdavisaggies.com/sports/womens-gymnastics/roster/aya-suzuki/5974
UC Davis,Ayumi Oshiro,https://ucdavisaggies.com/sports/womens-gymnastics/roster/ayumi-oshiro/18648
UC Davis,Bella Trejo,https://ucdavisaggies.com/sports/womens-gymnastics/roster/bella-trejo/18652
UC Davis,Camille Johnson,https://ucdavisaggies.com/sports/womens-lacrosse/roster/cami-johnson/18612
UC Davis,Cassandra Quebral,https://ucdavisaggies.com/sports/womens-gymnastics/roster/cassandra-quebral/3831
UC Davis,Cortney Cunningham,https://ucdavisaggies.com/sports/womens-gymnastics/roster/cortney-cunningham/13183
UC Davis,Danielle Judal,https://ucdavisaggies.com/sports/womens-gymnastics/roster/dani-judal/3807
UC Davis,Emily Pires,https://ucdavisaggies.com/sports/womens-gymnastics/roster/emily-pires/15968
UC Davis,Emma Hicks,https://ucdavisaggies.com/sports/womens-gymnastics/roster/emma-hicks/3785
UC Davis,Emma Otsu,https://ucdavisaggies.com/sports/womens-gymnastics/roster/emma-otsu/17499
UC Davis,Gabby Landess,https://ucdavisaggies.com/sports/womens-gymnastics/roster/gabby-landess/13189
UC Davis,Isabella Fitz-Gerald,https://ucdavisaggies.com/sports/womens-gymnastics/roster/isabella-fitz-gerald/18643
UC Davis,Jadyn Wakita,https://ucdavisaggies.com/sports/womens-gymnastics/roster/jadyn-wakita/18653
UC Davis,Jaime Yamashita,https://ucdavisaggies.com/sports/womens-gymnastics/roster/jamie-yamashita/3814
UC Davis,Jamie Panchak,https://ucdavisaggies.com/sports/womens-gymnastics/roster/jamie-panchak/6977
UC Davis,Jordan Helgesen,https://ucdavisaggies.com/sports/womens-gymnastics/roster/jordan-helgesen/3784
UC Davis,Kaitlyn Lyle,https://ucdavisaggies.com/sports/womens-gymnastics/roster/kaitlyn-lyle/15963
UC Davis,Kala DeFrancesco,https://ucdavisaggies.com/sports/womens-gymnastics/roster/kala-defrancesco/3819
UC Davis,Kara Jones,https://ucdavisaggies.com/sports/womens-gymnastics/roster/kara-jones/5966
UC Davis,Katy Nogaki,https://ucdavisaggies.com/sports/womens-gymnastics/roster/katy-nogaki/3793
UC Davis,Kaya Madden,https://ucdavisaggies.com/sports/womens-gymnastics/roster/kaya-madden/15964
UC Davis,Keanna Abraham,https://ucdavisaggies.com/sports/womens-gymnastics/roster/keanna-abraham/18642
UC Davis,Kelley Hebert,https://ucdavisaggies.com/sports/womens-gymnastics/roster/kelley-hebert/9463
UC Davis,Kyla Kessler,https://ucdavisaggies.com/sports/womens-gymnastics/roster/kyla-kessler/13187
UC Davis,Lauren Chu,https://ucdavisaggies.com/sports/womens-gymnastics/roster/lauren-chu/13181
UC Davis,Lisa Wiktorski,https://ucdavisaggies.com/sports/womens-gymnastics/roster/lisa-wiktorski/3833
UC Davis,Logan Clagg,https://ucdavisaggies.com/sports/womens-gymnastics/roster/logan-clagg/15957
UC Davis,Marisa Laird,https://ucdavisaggies.com/sports/womens-gymnastics/roster/marisa-laird/17495
UC Davis,Megan Ray,https://ucdavisaggies.com/sports/womens-gymnastics/roster/megan-ray/18650
UC Davis,Milla Gideon,https://ucdavisaggies.com/sports/womens-gymnastics/roster/milla--gideon/18644
UC Davis,Miranda Holder,https://ucdavisaggies.com/sports/womens-gymnastics/roster/miranda-holder/3786
UC Davis,Nandhini Senthil,https://ucdavisaggies.com/sports/womens-gymnastics/roster/nandhini-senthil/17503
UC Davis,Petra Engstrom,https://ucdavisaggies.com/sports/womens-gymnastics/roster/petra-engstrom/15958
UC Davis,Rachel Kreager,https://ucdavisaggies.com/sports/womens-gymnastics/roster/rachel-kreager/3790
UC Davis,Rachel Schuelke-Lombardi,https://ucdavisaggies.com/sports/womens-gymnastics/roster/rachel-schuelke/15971
UC Davis,Roxanna Agah,https://ucdavisaggies.com/sports/womens-gymnastics/roster/roxanna-agah/5958
UC Davis,Sarah Liddle,https://ucdavisaggies.com/sports/womens-gymnastics/roster/sarah-liddle/6975
UC Davis,Shanae Oishi,https://ucdavisaggies.com/sports/womens-gymnastics/roster/shanae-oishi/9469
UC Davis,Shannon Sklow,https://ucdavisaggies.com/sports/womens-gymnastics/roster/shannon-sklow/13196
UC Davis,Stephanie Stamates,https://ucdavisaggies.com/sports/womens-gymnastics/roster/stephanie-stamates/3812
UC Davis,Taylor Baron,https://ucdavisaggies.com/sports/womens-gymnastics/roster/taylor-baron/3800
UC Davis,Thea Michovsky,https://ucdavisaggies.com/sports/womens-gymnastics/roster/thea-michovsky/15965
UC Davis,Tiana Montell,https://ucdavisaggies.com/sports/womens-gymnastics/roster/tiana-montell/3827
UC Davis,Whitney Estrada,https://ucdavisaggies.com/sports/womens-gymnastics/roster/whitney-estrada/3783
UC Davis,Yasmine Yektaparast,https://ucdavisaggies.com/sports/womens-gymnastics/roster/yasmine-yektaparast/5975
UC Davis,Yonni Michovska,https://ucdavisaggies.com/sports/womens-gymnastics/roster/yonni-michovska/3792
UCLA,Alex Irvine,https://uclabruins.com/sports/womens-gymnastics/roster/alex-irvine/13086
UCLA,Ana Padurariu,https://uclabruins.com/sports/womens-gymnastics/roster/ana-padurariu/11570
UCLA,Angi Cipra,https://uclabruins.com/sports/womens-gymnastics/roster/angi-cipra/4674
UCLA,Anna Glenn,https://uclabruins.com/sports/womens-gymnastics/roster/anna-glenn/6999
UCLA,Brielle Nguyen,https://uclabruins.com/sports/womens-gymnastics/roster/brielle-nguyen/7083
UCLA,Brooklyn Moors,https://uclabruins.com/sports/womens-gymnastics/roster/brooklyn-moors/13080
UCLA,Chae Campbell,https://uclabruins.com/sports/womens-gymnastics/roster/chae-campbell/11559
UCLA,Chloe Lashbrooke,https://uclabruins.com/sports/gym/roster/chloe-lashbrooke/9317
UCLA,Ciena Alipio,https://uclabruins.com/sports/womens-gymnastics/roster/ciena-alipio/13068
UCLA,Clara Wren,https://uclabruins.com/sports/womens-gymnastics/roster/clara-wren/11576
UCLA,Danusia Francis,https://uclabruins.com/sports/womens-gymnastics/roster/danusia-francis/4658
UCLA,Ellette Craddock,https://uclabruins.com/sports/gym/roster/ellette-craddock/4607
UCLA,Emily Lee,https://uclabruins.com/sports/womens-gymnastics/roster/emily-lee/13077
UCLA,Emma Andres,https://uclabruins.com/sports/womens-gymnastics/roster/emma-andres/9315
UCLA,Emma Malabuyo,https://uclabruins.com/sports/womens-gymnastics/roster/emma-malabuyo/13078
UCLA,Felicia Hano,https://uclabruins.com/sports/womens-gymnastics/roster/felicia-hano/8904
UCLA,Frida Esparza,https://uclabruins.com/sports/womens-gymnastics/roster/frida-esparza/10940
UCLA,Grace Glenn,https://uclabruins.com/sports/gym/roster/grace-glenn/5115
UCLA,Gracie Kramer,https://uclabruins.com/sports/womens-gymnastics/roster/gracie-kramer/8907
UCLA,Hallie Mossett,https://uclabruins.com/sports/womens-gymnastics/roster/hallie-mossett/4647
UCLA,JaNay Honest,https://uclabruins.com/sports/womens-gymnastics/roster/janay-honest/4680
UCLA,Jennifer Pinches,https://uclabruins.com/sports/womens-gymnastics/roster/jennifer-pinches/4649
UCLA,Jordan Chiles,https://uclabruins.com/sports/womens-gymnastics/roster/jordan-chiles/11108
UCLA,Jordan Williams (UCLA),https://uclabruins.com/sports/womens-gymnastics/roster/jordan-williams/4671
UCLA,Kalyany Steele,https://uclabruins.com/sports/womens-gymnastics/roster/kalyany-steele/9319
UCLA,Katelyn Ohashi,https://uclabruins.com/sports/womens-gymnastics/roster/katelyn-ohashi/7008
UCLA,Katelyn Rosen,https://uclabruins.com/sports/womens-gymnastics/roster/katelyn-rosen/13084
UCLA,Katie McNamara,https://uclabruins.com/sports/womens-gymnastics/roster/katie-mcnamara/13079
UCLA,Kendal Poston,https://uclabruins.com/sports/womens-gymnastics/roster/kendal-poston/7016
UCLA,Kyla Ross,https://uclabruins.com/sports/womens-gymnastics/roster/kyla-ross/8587
UCLA,LaNiesha Irvin,https://uclabruins.com/sports/womens-gymnastics/roster/lanieshajopre-irvin/4662
UCLA,Macy Toronjo,https://uclabruins.com/sports/womens-gymnastics/roster/macy-toronjo/4689
UCLA,Madison Kocian,https://uclabruins.com/sports/womens-gymnastics/roster/madison-kocian/5119
UCLA,Madison Preston,https://uclabruins.com/sports/womens-gymnastics/roster/madison-preston/4686
UCLA,Madisyn Anyimi,https://uclabruins.com/sports/womens-gymnastics/roster/maddie-anyimi/13070
UCLA,Margzetta Frazier,https://uclabruins.com/sports/womens-gymnastics/roster/margzetta-frazier/8901
UCLA,Melissa Metcalf,https://uclabruins.com/sports/gym/roster/melissa-metcalf/4683
UCLA,Mikaela Gerber,https://uclabruins.com/sports/womens-gymnastics/roster/mikaela-gerber/4659
UCLA,Napualani Hall,https://uclabruins.com/sports/womens-gymnastics/roster/napualani-hall/4679
UCLA,Nia Dennis,https://uclabruins.com/sports/gym/roster/nia--dennis/10043
UCLA,Nicki Shapiro,https://uclabruins.com/sports/womens-gymnastics/roster/nicole-shapiro/9460
UCLA,Norah Flatley,https://uclabruins.com/sports/womens-gymnastics/roster/norah-flatley/8593
UCLA,Nya Reed,https://uclabruins.com/sports/womens-gymnastics/roster/nya-reed/13087
UCLA,Paige Anastasi,https://uclabruins.com/sports/womens-gymnastics/roster/paige-anastasi/13085
UCLA,Paige Hogan,https://uclabruins.com/sports/womens-gymnastics/roster/paige-hogan/9316
UCLA,Pauline Tratz,https://uclabruins.com/sports/womens-gymnastics/roster/pauline-tratz/7019
UCLA,Peng-Peng Lee,https://uclabruins.com/sports/womens-gymnastics/roster/christine-pengpeng-lee/4681
UCLA,Rechelle Dennis,https://uclabruins.com/sports/womens-gymnastics/roster/rechelle-dennis/4656
UCLA,Sadiqua Bynum,https://uclabruins.com/sports/womens-gymnastics/roster/sadiqua-bynum/4605
UCLA,Samantha Peszek,https://uclabruins.com/sports/womens-gymnastics/roster/samantha-peszek/4615
UCLA,Samantha Sakti,https://uclabruins.com/sports/womens-gymnastics/roster/samantha-sakti/9318
UCLA,Sara Taubman,https://uclabruins.com/sports/womens-gymnastics/roster/sara-taubman/8595
UCLA,Sara Ulias,https://uclabruins.com/sports/womens-gymnastics/roster/sara-ulias/10951
UCLA,Savannah Kooyman,https://uclabruins.com/sports/womens-gymnastics/roster/savannah-kooyman/8906
UCLA,Sekai Wright,https://uclabruins.com/sports/womens-gymnastics/roster/sekai-wright/8594
UCLA,Selena Harris,https://uclabruins.com/sports/womens-gymnastics/roster/selena-harris/11575
UCLA,Sonya Meraz,https://uclabruins.com/sports/womens-gymnastics/roster/sonya-meraz/4665
UCLA,Sophina DeJesus,https://uclabruins.com/sports/womens-gymnastics/roster/sophina-dejesus/4641
